MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontage_NaN,MasVnrArea_NaN,GarageYrBlt_NaN,YearBuilt_diff,YearRemodAdd_diff,GarageYrBlt_diff,SalePrice
60,4,4.382026634673881,9.126958763037132,1,3,3,1,4,2,9,5,1,4,4,8,5,1998,1998,2,1,10,10,2,473.0,2,3,4,2,3,3,4,986,5,0,484,1470,2,2,1,3,7.293017679772782,1160,0,7.874739125171811,1,0,2,1,4,1,2,8,4,1,3,4,1998,0,3,696,2,2,2,0,66,0,0,0,0,0,6,2008,3,4,0,0,0,10,10,10,315000
20,4,4.276666119016055,9.104979856318357,1,3,3,1,4,2,22,5,1,4,5,6,5,1956,1956,2,1,7,7,2,74.0,3,3,3,2,3,3,0,616,5,0,580,1196,2,2,1,2,7.086737934510577,0,0,7.086737934510577,1,0,1,0,2,1,3,6,4,1,4,4,1956,1,1,297,2,2,2,0,44,0,0,0,0,0,5,2008,3,4,0,0,0,52,52,52,139000
60,3,4.0943445622221,8.125039097367745,1,3,1,1,4,2,20,5,1,4,4,7,8,1946,1992,2,1,9,8,3,0.0,3,2,3,3,3,3,5,0,5,0,651,651,2,2,1,3,6.561030665896573,682,0,7.236339342754344,0,0,1,1,3,1,3,6,4,2,4,3,1947,2,1,240,2,2,0,0,0,126,0,0,0,0,9,2009,3,4,0,0,0,63,17,62,135000
80,4,4.0943445622221,9.457200449907708,1,3,0,1,4,1,13,5,1,4,2,7,5,1989,1989,2,1,7,7,2,145.0,2,3,4,2,3,1,4,1518,5,0,0,1518,2,2,1,3,7.404887575616125,0,0,7.404887575616125,1,1,2,0,2,1,2,5,4,1,3,4,1989,0,2,569,2,2,2,80,0,0,0,396,0,0,8,2009,3,4,1,0,0,20,20,20,275000
20,4,4.343805421853684,9.058703197313225,1,2,3,1,4,2,22,5,1,4,5,4,6,1957,1957,1,1,8,9,3,0.0,3,3,3,3,3,3,1,288,5,0,619,907,2,4,1,3,6.810142450115136,0,0,6.810142450115136,0,0,1,0,3,1,3,5,4,0,4,3,1964,2,1,352,2,2,2,0,0,0,0,0,0,0,7,2008,3,4,0,0,0,51,51,44,109008
20,4,4.158883083359672,8.819073983267831,1,3,3,1,4,2,21,5,1,4,5,7,5,2007,2007,2,1,10,10,2,108.0,2,3,4,2,3,3,4,664,5,0,544,1208,2,4,1,3,7.0967213784947605,0,0,7.0967213784947605,1,0,2,0,2,1,2,6,4,0,4,4,2007,1,2,628,2,2,2,105,54,0,0,0,0,0,9,2007,2,3,0,0,0,0,0,0,195400
20,4,4.867534450455582,9.346356175893623,1,2,3,1,3,2,8,5,1,4,5,6,5,1988,1988,2,1,9,8,3,0.0,3,3,3,2,3,0,4,1005,5,0,387,1392,2,3,1,3,7.252762418053187,0,0,7.252762418053187,1,0,2,0,3,1,2,6,4,1,3,4,1988,2,2,576,2,2,2,0,0,169,0,0,0,0,3,2009,3,4,0,0,0,21,21,21,175000
160,3,3.044522437723423,7.426549072397305,1,3,3,1,4,2,0,5,1,1,4,6,5,1971,1971,2,1,9,8,2,232.0,3,3,3,3,3,3,3,387,5,0,96,483,2,3,1,3,6.180016653652572,504,0,6.894670039433482,0,0,1,1,2,1,3,4,4,0,4,3,1971,2,1,264,2,2,2,0,0,0,0,0,0,0,7,2008,1,2,0,0,0,37,37,37,85400
50,3,4.0943445622221,8.628018746505122,1,2,2,1,4,2,20,4,1,4,3,6,7,1920,1998,2,1,8,9,3,0.0,3,3,2,3,3,3,5,0,5,0,901,901,2,2,1,3,6.992096427415888,110,0,7.088408778675395,0,0,1,0,4,1,3,7,4,0,4,4,2005,2,0,0,2,2,1,0,98,0,0,0,0,0,9,2008,0,2,0,0,1,88,10,3,79900
160,3,3.1780538303479458,7.560080465021827,1,3,3,1,4,2,0,5,1,3,4,5,5,1971,1971,2,1,9,8,2,376.0,3,3,3,3,3,3,3,471,5,0,294,765,2,4,1,3,6.639875833826536,600,0,7.21890970761906,1,0,1,1,2,1,3,6,2,0,4,3,1971,2,2,440,2,2,2,240,36,0,0,0,0,0,8,2007,3,4,0,0,0,36,36,36,122500
60,4,4.605170185988092,9.29090601981575,1,2,3,1,3,2,17,5,1,4,4,6,5,1997,1998,2,1,10,10,3,0.0,3,3,4,2,3,3,5,0,5,0,926,926,2,4,1,3,6.83087423464618,678,0,7.38025578842646,0,0,2,1,3,1,3,7,4,1,3,4,1997,0,2,470,2,2,2,0,36,0,0,0,0,0,7,2008,3,4,0,0,0,11,10,11,181000
180,3,3.044522437723423,7.544332108053688,1,3,3,1,4,2,2,5,1,1,1,4,7,1972,1972,2,1,5,5,3,0.0,3,2,3,2,3,2,3,495,5,0,135,630,2,2,1,3,6.4457198193855785,0,0,6.4457198193855785,1,0,1,0,1,1,3,3,4,0,4,4,2005,2,0,0,2,2,2,88,0,0,0,0,0,0,6,2008,3,4,0,0,1,36,36,3,81000
60,4,3.7612001156935615,9.274910142625483,1,1,3,1,2,2,21,0,1,4,4,7,6,1996,1996,2,1,10,10,3,0.0,2,3,4,2,3,2,4,385,1,344,70,799,2,4,1,3,6.717804695023691,834,0,7.415175109613295,1,0,2,1,3,1,2,6,4,1,3,4,1996,1,2,550,2,2,2,158,61,0,0,0,0,0,4,2009,0,4,0,0,0,13,13,13,212000
50,3,3.688879454113936,8.389359819906353,1,3,3,1,4,2,20,5,1,4,3,6,8,1920,1950,2,1,2,2,3,0.0,3,3,2,0,3,3,5,0,5,0,648,648,2,3,1,2,6.598509028614515,384,0,7.0192966537150445,0,0,1,0,2,1,3,6,4,0,4,3,1990,2,2,440,2,2,2,0,0,0,0,0,0,0,10,2006,3,4,0,0,0,86,56,16,116000
45,3,3.912023005428146,8.699514748210191,1,3,3,1,4,2,12,5,1,4,0,6,7,1926,2004,2,1,7,7,3,0.0,2,3,4,3,3,3,5,0,5,0,884,884,2,2,1,3,6.806829360392176,0,0,6.806829360392176,0,0,1,0,2,1,3,4,4,0,4,3,1926,2,1,180,2,2,2,0,0,105,0,0,0,0,1,2009,3,4,0,0,0,83,5,83,119000
30,4,3.688879454113936,8.361708288575842,1,3,3,1,4,2,11,5,1,4,5,5,6,1913,2002,2,1,3,2,3,0.0,3,3,4,3,3,3,0,365,5,0,75,440,2,3,0,3,6.542471960506805,0,0,6.542471960506805,0,0,1,0,2,1,2,4,4,1,4,3,1990,2,1,352,0,2,0,0,0,34,0,0,0,0,3,2007,3,4,0,0,0,94,5,17,90350
50,4,4.204692619390966,9.421735176255844,1,3,3,1,3,2,19,5,1,4,3,6,8,1920,2000,2,1,7,7,3,0.0,3,3,2,3,1,0,5,0,5,0,684,684,2,2,1,3,6.52795791762255,512,0,7.086737934510577,0,0,1,0,3,1,2,7,4,0,4,3,2005,2,2,528,2,2,2,0,46,0,0,0,0,800,8,2009,0,4,0,0,0,89,9,4,110000
20,4,4.653960350157523,9.644133752071204,1,3,3,1,4,2,16,5,1,4,5,10,5,2008,2008,1,1,10,10,1,200.0,1,3,4,1,3,1,4,1767,1,539,788,3094,2,4,1,3,7.784057002639929,0,0,7.784057002639929,1,0,2,0,2,1,1,10,4,2,4,4,2008,0,3,672,2,2,2,0,72,0,0,170,0,0,4,2009,3,4,0,0,0,1,1,1,555000
90,4,4.5217885770490405,9.401621670141608,1,3,3,1,4,2,19,5,1,2,5,4,4,1955,1955,2,1,10,10,2,270.0,3,3,3,3,3,3,3,133,5,0,1307,1440,2,3,0,1,7.272398392570047,0,0,7.272398392570047,0,0,2,0,4,2,0,8,4,0,4,4,2005,2,0,0,2,2,2,0,0,0,0,0,0,0,9,2008,3,4,0,0,1,53,53,3,118000
50,3,3.951243718581428,8.738735461363474,1,3,3,1,4,2,12,5,1,4,3,5,7,1930,1992,2,1,8,9,3,0.0,3,3,4,3,3,3,5,0,5,0,1078,1078,2,3,1,3,7.028201432058005,445,0,7.360739903058278,0,0,2,0,3,1,3,8,4,1,4,3,1930,2,2,360,2,2,0,0,0,0,0,0,0,0,6,2008,3,4,0,0,0,78,16,78,162900
120,4,3.970291913552122,8.274357006756292,1,3,3,1,4,2,1,5,1,3,5,7,5,2006,2007,2,1,3,4,2,72.0,2,3,4,1,3,2,5,0,5,0,1258,1258,2,4,1,3,7.1372784372603855,0,0,7.1372784372603855,0,0,2,0,2,1,2,6,4,1,4,4,2007,0,3,648,2,2,2,144,16,0,0,0,0,0,6,2007,2,3,0,0,0,1,0,0,172500
60,4,4.248495242049359,9.07680897935166,1,3,3,1,4,2,21,5,1,4,4,7,5,1994,1995,2,1,10,10,3,0.0,2,2,4,2,3,3,4,642,5,0,273,915,2,4,1,3,6.838405200847344,975,0,7.553810852008231,1,0,2,1,4,1,2,8,4,1,3,4,1994,2,2,493,2,2,2,144,133,0,0,0,0,0,7,2008,3,4,0,0,0,14,13,14,210000
20,4,4.290459441148391,9.19573421958682,1,3,3,1,3,2,19,5,1,4,5,6,5,1956,1956,1,1,7,7,3,0.0,3,3,3,3,3,3,5,0,5,0,1436,1436,2,1,1,3,7.4318919168078,0,0,7.4318919168078,0,0,1,0,3,1,3,7,4,1,4,4,1956,2,2,480,2,2,2,0,0,0,0,0,0,0,11,2009,1,4,0,0,0,53,53,53,127500
20,4,4.919980925828125,9.71063069382679,1,2,3,1,3,2,22,2,1,4,5,6,6,1966,2002,2,1,4,6,3,0.0,2,3,3,3,3,3,3,247,4,713,557,1517,2,4,1,3,7.543273346705446,0,0,7.543273346705446,0,0,2,1,2,1,2,6,0,1,4,4,1966,0,2,578,2,2,2,0,0,0,0,0,0,0,6,2010,3,4,0,0,0,44,8,44,190000
60,4,4.0943445622221,9.32491827668362,1,2,3,1,3,2,17,5,1,4,4,7,5,1998,1999,2,1,10,10,3,0.0,2,3,4,2,3,3,5,0,5,0,930,930,2,2,1,3,6.862757913051401,930,0,7.542213463193403,0,0,2,1,4,1,2,10,4,1,3,4,1998,0,2,431,2,2,2,89,0,0,0,0,0,0,7,2006,3,4,1,0,0,8,7,8,199900
50,3,3.912023005428146,9.0595174822416,1,3,2,1,4,2,7,5,1,4,3,6,6,1937,1950,2,1,8,9,3,0.0,3,3,2,3,3,3,5,0,5,0,780,780,2,3,1,3,6.659293919683638,596,0,7.226936018493289,0,0,2,0,3,1,3,7,4,1,4,3,1937,2,1,198,2,2,1,0,0,0,0,0,0,0,6,2006,3,4,0,0,0,69,56,69,119500
50,3,3.912023005428146,8.699514748210191,1,3,3,1,4,2,20,5,1,4,3,3,7,1948,2002,2,1,8,9,3,0.0,3,2,3,3,3,3,3,331,5,0,318,649,2,4,1,3,6.520621127558696,504,0,7.075808863978387,0,0,1,1,2,1,3,6,4,0,4,3,1981,2,1,308,2,2,2,0,176,0,0,0,0,0,6,2007,3,4,0,0,0,59,5,26,120000
30,3,4.248495242049359,8.64541048921699,1,3,3,1,4,2,20,5,1,4,5,6,8,1930,2005,1,1,7,7,3,0.0,3,3,2,3,3,3,5,0,5,0,813,813,2,4,1,2,6.70073110954781,0,0,6.70073110954781,0,0,1,0,2,1,2,5,4,0,4,3,1932,2,1,270,1,1,1,0,113,0,0,0,0,0,6,2006,3,4,0,0,0,76,1,74,110000
20,4,4.127134385045092,11.167063280451986,1,2,0,1,4,1,6,5,1,4,5,7,5,1975,1975,2,0,6,6,3,0.0,3,3,3,2,3,1,3,655,5,0,878,1533,2,3,1,3,7.334981878871814,0,0,7.334981878871814,1,0,2,0,2,1,2,5,4,2,3,4,1975,2,2,576,2,2,2,200,54,0,0,0,0,0,12,2006,3,4,0,0,0,31,31,31,280000
60,4,4.0943445622221,9.138092207768558,1,2,3,1,3,2,8,5,1,4,4,6,5,1996,1997,1,1,10,10,2,42.0,2,3,4,1,3,3,3,742,5,0,130,872,2,4,1,3,6.78897174299217,868,0,7.470793774195062,1,0,2,1,3,1,3,7,4,0,4,4,1996,0,2,422,2,2,2,144,122,0,0,0,0,0,7,2007,3,4,1,0,0,11,10,11,204000
60,2,4.31748811353631,9.104979856318357,1,3,3,1,4,2,18,5,1,4,4,8,5,2008,2008,2,1,10,10,3,0.0,2,3,4,2,3,3,5,0,5,0,768,768,2,4,1,3,6.666956792429207,804,0,7.371489295214277,0,0,2,1,3,1,2,6,4,0,4,4,2008,1,2,676,2,2,2,0,30,0,0,0,0,0,6,2009,3,4,0,0,0,1,1,1,210000
90,4,4.143134726391533,9.137447046455858,1,3,3,1,4,2,10,5,1,2,5,5,5,1976,1976,2,1,6,6,3,0.0,3,3,3,3,3,3,3,1606,5,0,122,1728,2,3,1,3,7.454719949364001,0,0,7.454719949364001,2,0,2,0,4,2,3,8,4,0,4,3,1976,2,2,560,2,2,2,0,0,0,0,0,0,0,7,2006,3,1,0,0,0,30,30,30,188000
20,4,4.382026634673881,9.169518377455928,1,3,3,1,4,2,14,5,1,4,5,7,6,1973,1973,1,1,9,8,2,320.0,3,3,3,3,3,3,3,916,5,0,326,1242,2,1,1,3,7.124478262493424,0,0,7.124478262493424,0,0,1,1,3,1,3,6,4,1,3,4,1973,2,2,528,2,2,2,0,0,0,0,0,0,0,9,2007,3,4,0,0,0,34,34,34,175500
70,3,3.5263605246161616,8.427487278331744,1,3,3,1,4,2,20,5,1,4,4,5,5,1916,1950,2,1,1,0,3,0.0,3,3,2,3,3,3,5,0,5,0,624,624,2,1,0,3,6.436150368369428,720,0,7.203405521083095,0,0,1,0,4,1,3,7,4,0,4,3,1916,2,3,513,1,1,2,0,0,96,0,0,0,0,5,2008,1,2,0,0,0,92,58,92,98000
20,4,4.0943445622221,10.88232106538262,1,2,0,1,2,1,6,5,1,4,5,4,6,1954,1994,0,0,6,6,3,0.0,3,3,3,2,3,1,2,1116,5,0,248,1364,2,4,1,3,7.416378479192928,0,0,7.416378479192928,1,0,1,0,2,1,2,6,2,2,4,4,1954,0,2,529,2,2,2,224,137,0,0,0,0,0,3,2008,3,4,1,0,0,54,14,54,256000
70,3,4.0943445622221,8.536995818712418,1,3,3,1,4,2,20,5,1,4,4,8,7,1925,1996,1,1,2,4,3,0.0,3,2,4,3,3,3,5,0,5,0,588,588,2,1,1,3,6.725033642166843,833,0,7.418180822726788,0,0,1,0,3,1,2,7,4,1,4,3,1925,2,1,228,2,2,2,192,63,0,0,0,0,0,6,2008,3,4,1,0,0,83,12,83,161000
50,4,4.0943445622221,8.855805992536562,1,2,2,1,3,2,12,5,1,4,3,5,4,1950,1950,2,1,8,9,0,161.0,3,3,3,3,3,3,0,185,5,0,524,709,2,3,1,3,6.88653164253051,224,0,7.0925737159746784,1,0,1,0,3,1,2,5,4,1,3,3,1950,2,1,352,2,2,2,0,0,248,0,0,0,0,7,2009,3,4,1,0,0,59,59,59,110000
60,2,4.31748811353631,8.987696695703624,1,2,3,1,4,2,18,1,1,4,4,8,5,2009,2009,2,1,10,10,1,110.0,2,3,4,2,3,3,4,544,5,0,288,832,2,4,1,3,6.723832440821209,1103,0,7.567862605463882,1,0,2,1,3,1,3,8,4,0,4,2,2009,0,2,552,2,2,2,0,150,0,0,0,0,0,12,2009,2,3,0,0,0,0,0,0,263435
70,4,4.0943445622221,8.881836305004146,1,3,3,1,4,2,4,4,1,4,4,7,9,1936,2007,2,1,7,7,3,0.0,2,2,4,2,2,3,3,350,2,210,0,560,2,4,1,3,6.354370040797351,560,0,7.034387929915503,1,0,1,0,3,1,2,6,4,0,4,3,1971,1,2,576,2,2,2,256,0,0,0,0,0,0,4,2009,3,4,0,0,0,73,2,38,155000
20,4,4.0943445622221,9.0217190130337,1,2,3,1,4,2,15,5,1,4,5,5,5,1965,1965,2,1,8,9,3,0.0,3,3,3,3,3,3,1,553,2,311,0,864,2,2,1,3,6.761572768804055,0,0,6.761572768804055,0,0,1,0,3,1,3,5,4,1,0,3,1965,2,1,360,2,2,2,0,0,236,0,0,0,0,12,2009,3,4,0,0,0,44,44,44,62383
70,4,4.30406509320417,9.391661428436556,1,2,1,1,4,1,11,5,1,4,4,6,7,1934,1995,1,1,2,2,3,0.0,3,3,3,3,3,3,0,326,5,0,389,715,2,1,1,2,6.744059186311348,811,0,7.414572881350589,0,0,1,1,3,1,3,6,4,1,4,3,1939,2,1,240,2,2,2,0,0,0,0,0,0,0,8,2008,3,4,0,0,0,74,13,69,188700
20,4,4.0943445622221,9.0395520509959,1,3,1,1,4,1,21,5,1,4,5,5,5,1978,1978,2,1,9,8,2,136.0,3,3,3,2,3,3,1,616,5,0,424,1040,2,3,1,3,6.946975992135418,0,0,6.946975992135418,0,0,2,0,3,1,3,5,4,0,4,4,2005,2,0,0,2,2,2,0,0,0,0,0,0,0,8,2009,3,4,0,0,1,31,31,4,124000
120,3,4.0943445622221,8.030084094267563,1,3,3,1,4,2,1,5,1,3,5,7,5,2004,2004,1,1,10,10,2,18.0,2,3,4,2,3,3,5,0,5,0,1375,1375,2,4,1,3,7.254177846456518,0,0,7.254177846456518,0,0,2,0,2,1,2,6,4,1,3,4,2004,0,2,398,2,2,2,144,20,0,0,0,0,0,5,2006,3,4,1,0,0,2,2,2,178740
20,4,4.442651256490317,9.271247306879705,1,3,3,1,4,2,22,5,1,4,5,7,5,1970,1970,0,0,6,6,3,0.0,3,2,3,3,2,1,4,778,5,0,499,1277,2,3,1,3,7.152268856032539,0,0,7.152268856032539,1,0,1,0,2,1,3,5,4,1,0,4,1970,2,2,526,2,2,2,0,0,0,0,176,0,0,4,2007,3,4,0,0,0,37,37,37,167000
70,4,4.3694478524670215,9.156939595249067,1,3,3,1,4,2,22,3,1,4,4,5,7,1942,1995,2,1,8,9,1,224.0,3,3,3,3,3,3,0,386,5,0,342,728,2,4,1,3,6.78897174299217,756,0,7.404887575616125,0,0,1,1,3,1,2,7,4,2,4,4,1942,2,1,312,2,2,2,168,0,0,0,0,0,0,6,2007,3,4,0,0,0,65,12,65,146500
20,4,4.584967478670572,9.343821763350665,1,2,3,1,4,2,16,5,1,4,5,8,5,2006,2006,2,1,10,10,1,248.0,2,3,4,2,3,3,5,0,5,0,1626,1626,2,4,1,3,7.3987862754199485,0,0,7.3987862754199485,0,0,2,0,3,1,2,7,4,1,4,4,2006,1,3,866,2,2,2,0,44,0,0,0,0,0,5,2007,3,4,0,0,0,1,1,1,250000
60,4,4.330733340286331,9.136801468641313,1,2,3,1,3,2,13,2,1,4,4,6,5,1993,1993,2,1,9,8,2,120.0,2,3,4,2,3,3,4,426,5,0,406,832,2,4,1,3,6.723832440821209,878,0,7.444248649496705,0,0,2,1,3,1,2,7,4,0,4,4,1993,1,2,506,2,2,2,144,70,0,0,0,0,0,6,2008,3,4,0,0,0,15,15,15,187000
120,4,4.0943445622221,8.827614750837508,1,2,3,1,3,2,5,5,1,3,5,8,5,1985,1985,2,1,9,8,3,0.0,2,3,4,2,3,2,4,368,2,1120,0,1488,2,3,1,3,7.31455283232408,0,0,7.31455283232408,1,0,1,1,1,1,2,4,4,0,4,4,1985,1,2,528,2,2,2,0,54,0,0,140,0,0,6,2010,3,4,1,0,0,25,25,25,212000
60,4,4.5217885770490405,9.388653907372598,1,3,3,1,4,2,14,2,1,4,4,7,6,1977,1977,0,0,3,6,3,0.0,3,3,3,2,3,3,5,0,5,0,808,808,2,3,1,3,7.057036981697891,808,0,7.585281078639126,0,0,2,1,3,1,3,8,4,1,4,4,1977,1,2,534,2,2,2,0,0,0,0,276,0,0,11,2007,3,4,0,0,0,30,30,30,190000
180,3,3.555348061489413,8.209308411646937,1,3,3,1,4,2,19,5,1,3,2,6,5,2005,2005,2,1,10,10,2,80.0,3,3,4,2,3,1,4,459,5,0,88,547,2,4,1,3,6.977281341630747,0,0,6.977281341630747,1,0,1,0,2,1,3,5,4,0,4,1,2005,1,2,525,2,2,2,0,28,0,0,0,0,0,6,2008,3,4,0,0,0,3,3,3,148000
20,4,4.700480365792417,9.614270969992395,1,2,3,1,4,2,16,5,1,4,5,8,5,2006,2007,2,1,10,10,2,304.0,2,3,4,1,3,1,4,1350,5,0,626,1976,2,4,1,3,7.588829878307813,0,0,7.588829878307813,1,0,2,0,2,1,2,7,4,1,1,4,2006,1,3,908,2,2,2,250,63,0,0,0,0,0,7,2007,2,3,0,0,0,1,0,1,440000
120,4,3.713572066704308,8.58110651715989,1,3,3,1,4,2,5,5,1,3,5,8,5,2000,2000,2,1,5,5,3,0.0,2,3,4,2,3,2,4,1196,5,0,298,1494,2,4,1,3,7.409741954080923,0,0,7.409741954080923,1,0,2,0,2,1,1,6,4,0,4,4,2000,1,2,499,2,2,2,96,48,0,0,0,0,0,8,2007,3,4,0,0,0,7,7,7,251000
20,4,4.382026634673881,9.045465728785947,1,3,3,1,3,2,15,5,1,4,5,5,6,1963,1963,1,1,9,8,3,0.0,3,3,3,3,3,3,4,630,5,0,340,970,2,3,1,3,6.877296071497429,0,0,6.877296071497429,1,0,1,0,2,1,3,5,4,0,4,3,1996,2,2,624,2,2,2,0,24,0,0,192,0,0,7,2007,3,4,0,0,0,44,44,11,132500
20,4,4.31748811353631,9.482274087459825,1,3,3,1,4,1,21,5,1,4,5,6,5,1997,1998,2,1,10,10,2,215.0,3,3,4,2,3,1,4,994,5,0,484,1478,2,4,1,3,7.30854279753919,0,0,7.30854279753919,1,0,2,0,3,1,2,7,4,1,3,4,1997,0,2,508,2,2,2,140,39,0,0,0,0,0,4,2008,3,4,0,0,0,11,10,11,208900
60,4,4.653960350157523,9.524640032332234,1,3,3,1,4,2,16,5,1,4,4,9,5,2006,2006,1,1,10,10,2,772.0,1,3,4,2,3,2,5,0,5,0,2153,2153,2,4,1,3,7.634820677745543,574,0,7.879669914604289,0,0,2,1,3,1,1,9,4,1,4,2,2006,0,3,694,2,2,2,414,84,0,0,0,0,0,3,2007,3,4,0,0,0,1,1,1,380000
20,4,4.3694478524670215,9.272093768251665,1,3,3,1,4,2,21,5,1,4,5,8,5,2007,2008,1,1,10,10,1,336.0,2,3,4,1,3,1,4,1288,5,0,417,1705,2,4,1,3,7.4489161025442,0,0,7.4489161025442,1,0,2,0,3,1,2,7,4,1,4,4,2007,1,3,826,2,2,2,208,44,0,0,0,0,0,9,2009,3,4,0,0,0,2,1,2,297000
30,3,3.912023005428146,8.686935966003333,1,3,2,1,4,2,20,5,1,4,5,4,7,1937,2000,1,1,2,2,0,435.0,3,3,2,0,3,3,1,168,5,0,739,907,2,3,1,3,7.030857476116121,0,0,7.030857476116121,0,0,1,0,2,1,3,7,4,0,4,3,1995,2,2,672,2,2,2,0,72,0,0,0,0,0,3,2007,3,0,0,0,0,70,7,12,89471
20,4,4.584967478670572,9.682404377188837,1,2,3,1,1,2,16,5,1,4,5,9,5,2004,2005,1,1,10,10,2,378.0,2,3,4,1,3,1,4,1261,5,0,572,1833,2,4,1,3,7.52294091807237,0,0,7.52294091807237,1,0,2,0,3,1,2,8,4,1,4,4,2004,0,3,772,2,2,2,519,112,0,0,0,0,0,3,2006,3,4,0,0,0,2,1,2,326000
20,4,4.276666119016055,9.37974553683691,1,2,1,1,4,2,16,5,1,4,5,9,5,2003,2004,1,1,10,10,2,562.0,2,3,4,1,3,1,4,1567,5,0,225,1792,2,4,1,3,7.491087593534876,0,0,7.491087593534876,1,0,2,0,2,1,1,6,4,1,4,4,2003,0,3,874,2,2,2,206,49,0,0,0,0,0,8,2006,3,4,0,0,0,3,2,3,374000
70,3,3.912023005428146,7.824046010856292,1,3,3,1,3,2,20,5,1,4,4,7,8,1915,2005,2,1,2,2,3,0.0,2,3,4,3,3,3,3,299,5,0,611,910,2,4,1,3,6.82001636467413,910,0,7.509883061154913,1,0,1,1,4,1,1,7,3,1,4,4,1915,2,1,164,1,1,2,0,0,0,0,0,0,0,6,2009,3,4,0,0,0,94,4,94,155000
120,3,3.4657359027997265,8.411832675758411,1,3,3,1,1,2,10,5,1,1,5,6,5,1998,1998,1,1,10,10,2,116.0,3,3,4,1,3,3,4,897,5,0,319,1216,2,4,1,3,7.103322062526113,0,0,7.103322062526113,1,0,2,0,2,1,3,5,4,0,4,4,1998,2,2,402,2,2,2,0,125,0,0,0,0,0,5,2006,3,4,0,0,0,8,8,8,164000
20,4,4.0943445622221,8.956479847999912,1,2,3,1,3,2,15,5,1,4,5,5,7,1962,2001,2,1,9,6,3,0.0,3,2,3,3,3,3,3,588,5,0,411,999,2,2,1,3,6.906754778648554,0,0,6.906754778648554,1,0,1,0,3,1,2,6,4,0,4,3,1963,2,1,264,2,2,2,0,132,0,0,0,0,0,3,2007,3,4,1,0,0,45,6,44,132500
20,4,4.382026634673881,9.169518377455928,1,3,3,1,4,2,22,5,1,4,5,5,7,1950,2007,2,1,8,9,3,0.0,2,3,3,3,3,3,3,607,5,0,506,1113,2,2,1,3,7.014814351275545,0,0,7.014814351275545,0,0,1,0,3,1,2,5,4,1,4,4,1950,2,1,264,2,2,2,0,80,120,0,0,0,0,7,2009,3,4,0,0,0,59,2,59,147000
20,4,4.3694478524670215,9.23883064237581,1,3,3,1,4,2,22,5,1,4,5,5,7,1965,1965,1,1,8,9,2,168.0,3,3,3,3,3,3,3,836,5,0,237,1073,2,3,1,3,6.9782137426306985,0,0,6.9782137426306985,1,0,1,1,3,1,3,6,4,0,4,4,1965,1,2,515,2,2,2,0,0,0,0,0,0,0,6,2007,3,4,0,0,0,42,42,42,156000
20,4,4.248495242049359,9.412709624073916,1,2,3,1,4,2,14,5,1,4,5,5,6,1971,1971,2,1,6,6,3,0.0,3,3,3,2,3,2,3,998,5,0,486,1484,2,2,1,3,7.302496423727326,0,0,7.302496423727326,0,0,2,0,3,1,3,7,4,1,3,4,1971,2,2,487,2,2,2,224,0,0,0,180,0,0,2,2007,3,4,0,0,0,36,36,36,175000
190,4,4.0943445622221,9.287301413112312,1,3,3,1,3,2,20,5,1,0,3,5,4,1900,1970,2,1,7,7,3,0.0,3,1,3,3,1,3,2,664,5,0,290,954,2,3,0,2,7.476472381163905,648,0,7.789040401657477,0,0,2,0,3,2,3,10,0,1,4,4,1970,2,2,520,2,1,1,142,0,0,0,0,0,0,5,2006,0,4,0,0,0,106,36,36,160000
180,3,3.044522437723423,7.330405211844402,1,3,3,1,4,2,2,5,1,1,1,4,8,1970,2002,2,1,5,5,3,0.0,3,2,3,2,3,2,4,515,5,0,115,630,2,3,1,3,6.4457198193855785,0,0,6.4457198193855785,1,0,1,0,1,1,2,3,4,0,4,4,1970,2,1,286,2,2,2,0,0,0,0,0,0,0,5,2009,3,4,0,0,0,39,7,39,86000
160,3,4.0943445622221,7.887959336599945,1,3,3,1,4,2,2,5,1,3,4,5,6,1976,1976,2,1,5,5,3,0.0,3,3,4,2,3,0,5,0,5,0,264,264,2,3,1,3,6.423246963533519,688,0,7.173191742486599,0,0,1,1,3,1,3,4,4,1,4,2,1976,0,1,336,2,2,2,141,24,0,0,0,0,0,6,2008,3,4,1,0,0,32,32,32,115000
